INFO:root:=================================
INFO:root:0: ABF2_col_v3a
INFO:root:[1/1000]: train_auc: 78.59, train_loss: 0.6748, test_auc: 92.67, test_loss: 0.6456
INFO:root:[12/1000]: train_auc: 94.62, train_loss: 0.3223, test_auc: 92.28, test_loss: 0.3649
INFO:root:[13/1000]: train_auc: 95.10, train_loss: 0.3078, test_auc: 92.59, test_loss: 0.3503
INFO:root:[14/1000]: train_auc: 95.44, train_loss: 0.2855, test_auc: 92.82, test_loss: 0.3481
INFO:root:[15/1000]: train_auc: 95.80, train_loss: 0.2756, test_auc: 92.98, test_loss: 0.3384
INFO:root:[16/1000]: train_auc: 96.08, train_loss: 0.2583, test_auc: 93.09, test_loss: 0.3394
INFO:root:[17/1000]: train_auc: 96.32, train_loss: 0.2457, test_auc: 93.19, test_loss: 0.3317
INFO:root:[18/1000]: train_auc: 96.51, train_loss: 0.2389, test_auc: 93.27, test_loss: 0.3357
INFO:root:[19/1000]: train_auc: 96.67, train_loss: 0.2281, test_auc: 93.36, test_loss: 0.3326
INFO:root:[20/1000]: train_auc: 96.85, train_loss: 0.2276, test_auc: 93.49, test_loss: 0.3294
INFO:root:[21/1000]: train_auc: 97.03, train_loss: 0.2196, test_auc: 93.59, test_loss: 0.3322
INFO:root:[22/1000]: train_auc: 97.18, train_loss: 0.2107, test_auc: 93.71, test_loss: 0.3256
INFO:root:[23/1000]: train_auc: 97.36, train_loss: 0.2095, test_auc: 93.82, test_loss: 0.3236
INFO:root:[24/1000]: train_auc: 97.45, train_loss: 0.1968, test_auc: 93.96, test_loss: 0.3260
INFO:root:[25/1000]: train_auc: 97.63, train_loss: 0.2024, test_auc: 94.07, test_loss: 0.3183
INFO:root:[26/1000]: train_auc: 97.81, train_loss: 0.1834, test_auc: 94.19, test_loss: 0.3232
INFO:root:[27/1000]: train_auc: 97.95, train_loss: 0.1947, test_auc: 94.32, test_loss: 0.3129
INFO:root:[28/1000]: train_auc: 98.13, train_loss: 0.1779, test_auc: 94.42, test_loss: 0.3134
INFO:root:[29/1000]: train_auc: 98.29, train_loss: 0.1687, test_auc: 94.53, test_loss: 0.3082
INFO:root:[30/1000]: train_auc: 98.41, train_loss: 0.1574, test_auc: 94.63, test_loss: 0.3094
INFO:root:[31/1000]: train_auc: 98.57, train_loss: 0.1558, test_auc: 94.75, test_loss: 0.3030
INFO:root:[32/1000]: train_auc: 98.68, train_loss: 0.1512, test_auc: 94.86, test_loss: 0.3037
INFO:root:[33/1000]: train_auc: 98.80, train_loss: 0.1415, test_auc: 94.97, test_loss: 0.3021
INFO:root:[34/1000]: train_auc: 98.90, train_loss: 0.1440, test_auc: 95.07, test_loss: 0.2992
INFO:root:[35/1000]: train_auc: 99.01, train_loss: 0.1329, test_auc: 95.16, test_loss: 0.3039
INFO:root:[36/1000]: train_auc: 99.09, train_loss: 0.1300, test_auc: 95.27, test_loss: 0.2944
INFO:root:[37/1000]: train_auc: 99.18, train_loss: 0.1186, test_auc: 95.36, test_loss: 0.2949
INFO:root:[38/1000]: train_auc: 99.26, train_loss: 0.1212, test_auc: 95.45, test_loss: 0.2933
INFO:root:[39/1000]: train_auc: 99.32, train_loss: 0.1165, test_auc: 95.51, test_loss: 0.2918
INFO:root:[40/1000]: train_auc: 99.41, train_loss: 0.1036, test_auc: 95.59, test_loss: 0.2935
INFO:root:[41/1000]: train_auc: 99.47, train_loss: 0.0969, test_auc: 95.67, test_loss: 0.2870
INFO:root:[42/1000]: train_auc: 99.53, train_loss: 0.0985, test_auc: 95.74, test_loss: 0.2864
INFO:root:[43/1000]: train_auc: 99.59, train_loss: 0.0928, test_auc: 95.79, test_loss: 0.2906
INFO:root:[44/1000]: train_auc: 99.64, train_loss: 0.0859, test_auc: 95.84, test_loss: 0.2866
INFO:root:[45/1000]: train_auc: 99.69, train_loss: 0.0787, test_auc: 95.89, test_loss: 0.2858
INFO:root:[46/1000]: train_auc: 99.72, train_loss: 0.0769, test_auc: 95.95, test_loss: 0.2860
INFO:root:[47/1000]: train_auc: 99.76, train_loss: 0.0696, test_auc: 96.00, test_loss: 0.2863
INFO:root:[48/1000]: train_auc: 99.78, train_loss: 0.0697, test_auc: 96.03, test_loss: 0.2841
INFO:root:[49/1000]: train_auc: 99.81, train_loss: 0.0643, test_auc: 96.08, test_loss: 0.2868
INFO:root:[50/1000]: train_auc: 99.83, train_loss: 0.0610, test_auc: 96.10, test_loss: 0.2848
INFO:root:[51/1000]: train_auc: 99.86, train_loss: 0.0602, test_auc: 96.14, test_loss: 0.2887
INFO:root:[52/1000]: train_auc: 99.88, train_loss: 0.0531, test_auc: 96.17, test_loss: 0.2848
INFO:root:[53/1000]: train_auc: 99.89, train_loss: 0.0544, test_auc: 96.20, test_loss: 0.2862
INFO:root:[54/1000]: train_auc: 99.91, train_loss: 0.0497, test_auc: 96.22, test_loss: 0.2871
INFO:root:[55/1000]: train_auc: 99.93, train_loss: 0.0500, test_auc: 96.25, test_loss: 0.2864
INFO:root:[56/1000]: train_auc: 99.94, train_loss: 0.0439, test_auc: 96.27, test_loss: 0.2870
INFO:root:[57/1000]: train_auc: 99.96, train_loss: 0.0419, test_auc: 96.27, test_loss: 0.2899
INFO:root:[58/1000]: train_auc: 99.97, train_loss: 0.0400, test_auc: 96.30, test_loss: 0.2906
INFO:root:[59/1000]: train_auc: 99.97, train_loss: 0.0372, test_auc: 96.31, test_loss: 0.2912
INFO:root:[60/1000]: train_auc: 99.98, train_loss: 0.0336, test_auc: 96.32, test_loss: 0.2938
INFO:root:[61/1000]: train_auc: 99.98, train_loss: 0.0327, test_auc: 96.33, test_loss: 0.2917
INFO:root:[62/1000]: train_auc: 99.99, train_loss: 0.0308, test_auc: 96.35, test_loss: 0.2959
INFO:root:[63/1000]: train_auc: 99.99, train_loss: 0.0281, test_auc: 96.37, test_loss: 0.2956
INFO:root:[64/1000]: train_auc: 99.99, train_loss: 0.0276, test_auc: 96.38, test_loss: 0.2971
INFO:root:[65/1000]: train_auc: 99.99, train_loss: 0.0263, test_auc: 96.39, test_loss: 0.3004
INFO:root:[66/1000]: train_auc: 100.00, train_loss: 0.0263, test_auc: 96.40, test_loss: 0.2981
INFO:root:[67/1000]: train_auc: 100.00, train_loss: 0.0230, test_auc: 96.41, test_loss: 0.3020
INFO:root:[68/1000]: train_auc: 100.00, train_loss: 0.0223, test_auc: 96.41, test_loss: 0.3040
INFO:root:[69/1000]: train_auc: 100.00, train_loss: 0.0210, test_auc: 96.43, test_loss: 0.3043
INFO:root:[70/1000]: train_auc: 100.00, train_loss: 0.0203, test_auc: 96.44, test_loss: 0.3074
INFO:root:[71/1000]: train_auc: 100.00, train_loss: 0.0186, test_auc: 96.44, test_loss: 0.3078
INFO:root:[72/1000]: train_auc: 100.00, train_loss: 0.0184, test_auc: 96.45, test_loss: 0.3107
INFO:root:[73/1000]: train_auc: 100.00, train_loss: 0.0180, test_auc: 96.47, test_loss: 0.3073
INFO:root:[74/1000]: train_auc: 100.00, train_loss: 0.0161, test_auc: 96.47, test_loss: 0.3157
INFO:root:[75/1000]: train_auc: 100.00, train_loss: 0.0160, test_auc: 96.48, test_loss: 0.3139
INFO:root:[76/1000]: train_auc: 100.00, train_loss: 0.0150, test_auc: 96.49, test_loss: 0.3130
INFO:root:[77/1000]: train_auc: 100.00, train_loss: 0.0135, test_auc: 96.50, test_loss: 0.3178
INFO:root:[78/1000]: train_auc: 100.00, train_loss: 0.0131, test_auc: 96.50, test_loss: 0.3189
INFO:root:[79/1000]: train_auc: 100.00, train_loss: 0.0128, test_auc: 96.50, test_loss: 0.3196
INFO:root:[80/1000]: train_auc: 100.00, train_loss: 0.0119, test_auc: 96.50, test_loss: 0.3247
INFO:root:[81/1000]: train_auc: 100.00, train_loss: 0.0116, test_auc: 96.50, test_loss: 0.3231
INFO:root:[82/1000]: train_auc: 100.00, train_loss: 0.0107, test_auc: 96.51, test_loss: 0.3268
INFO:root:[83/1000]: train_auc: 100.00, train_loss: 0.0104, test_auc: 96.53, test_loss: 0.3255
INFO:root:[84/1000]: train_auc: 100.00, train_loss: 0.0100, test_auc: 96.53, test_loss: 0.3294
INFO:root:[85/1000]: train_auc: 100.00, train_loss: 0.0097, test_auc: 96.54, test_loss: 0.3286
INFO:root:[86/1000]: train_auc: 100.00, train_loss: 0.0092, test_auc: 96.54, test_loss: 0.3303
INFO:root:[87/1000]: train_auc: 100.00, train_loss: 0.0088, test_auc: 96.53, test_loss: 0.3353
INFO:root:[88/1000]: train_auc: 100.00, train_loss: 0.0083, test_auc: 96.53, test_loss: 0.3356
INFO:root:[89/1000]: train_auc: 100.00, train_loss: 0.0082, test_auc: 96.53, test_loss: 0.3358
INFO:root:[90/1000]: train_auc: 100.00, train_loss: 0.0077, test_auc: 96.53, test_loss: 0.3391
INFO:root:exec time: 33 s, best_auc: 96.54
INFO:root:=================================
INFO:root:50: At1g49010_colamp_a
INFO:root:[1/1000]: train_auc: 86.92, train_loss: 0.5807, test_auc: 92.32, test_loss: 0.4052
INFO:root:[2/1000]: train_auc: 93.12, train_loss: 0.3404, test_auc: 94.16, test_loss: 0.3071
INFO:root:[3/1000]: train_auc: 94.90, train_loss: 0.2831, test_auc: 95.82, test_loss: 0.2546
INFO:root:[4/1000]: train_auc: 96.48, train_loss: 0.2262, test_auc: 97.00, test_loss: 0.2052
INFO:root:[5/1000]: train_auc: 97.33, train_loss: 0.1812, test_auc: 97.47, test_loss: 0.1716
INFO:root:[6/1000]: train_auc: 97.73, train_loss: 0.1548, test_auc: 97.69, test_loss: 0.1560
INFO:root:[7/1000]: train_auc: 98.01, train_loss: 0.1393, test_auc: 97.84, test_loss: 0.1450
INFO:root:[8/1000]: train_auc: 98.23, train_loss: 0.1300, test_auc: 97.94, test_loss: 0.1409
INFO:root:[9/1000]: train_auc: 98.42, train_loss: 0.1220, test_auc: 98.00, test_loss: 0.1357
INFO:root:[10/1000]: train_auc: 98.57, train_loss: 0.1157, test_auc: 98.07, test_loss: 0.1312
INFO:root:[11/1000]: train_auc: 98.68, train_loss: 0.1108, test_auc: 98.12, test_loss: 0.1285
INFO:root:[12/1000]: train_auc: 98.80, train_loss: 0.1066, test_auc: 98.16, test_loss: 0.1270
INFO:root:[13/1000]: train_auc: 98.90, train_loss: 0.1029, test_auc: 98.18, test_loss: 0.1268
INFO:root:[14/1000]: train_auc: 98.98, train_loss: 0.0991, test_auc: 98.21, test_loss: 0.1267
INFO:root:[15/1000]: train_auc: 99.04, train_loss: 0.0963, test_auc: 98.24, test_loss: 0.1246
INFO:root:[16/1000]: train_auc: 99.13, train_loss: 0.0926, test_auc: 98.28, test_loss: 0.1239
INFO:root:[17/1000]: train_auc: 99.20, train_loss: 0.0898, test_auc: 98.28, test_loss: 0.1245
INFO:root:[18/1000]: train_auc: 99.24, train_loss: 0.0870, test_auc: 98.31, test_loss: 0.1245
INFO:root:[19/1000]: train_auc: 99.32, train_loss: 0.0840, test_auc: 98.33, test_loss: 0.1250
INFO:root:[20/1000]: train_auc: 99.37, train_loss: 0.0805, test_auc: 98.36, test_loss: 0.1260
INFO:root:[21/1000]: train_auc: 99.44, train_loss: 0.0778, test_auc: 98.37, test_loss: 0.1239
INFO:root:[22/1000]: train_auc: 99.49, train_loss: 0.0748, test_auc: 98.39, test_loss: 0.1250
INFO:root:[23/1000]: train_auc: 99.53, train_loss: 0.0719, test_auc: 98.38, test_loss: 0.1279
INFO:root:[24/1000]: train_auc: 99.57, train_loss: 0.0689, test_auc: 98.40, test_loss: 0.1265
INFO:root:[25/1000]: train_auc: 99.63, train_loss: 0.0655, test_auc: 98.43, test_loss: 0.1280
INFO:root:[26/1000]: train_auc: 99.67, train_loss: 0.0634, test_auc: 98.45, test_loss: 0.1283
INFO:root:[27/1000]: train_auc: 99.70, train_loss: 0.0600, test_auc: 98.41, test_loss: 0.1311
INFO:root:[28/1000]: train_auc: 99.74, train_loss: 0.0572, test_auc: 98.42, test_loss: 0.1324
INFO:root:[29/1000]: train_auc: 99.78, train_loss: 0.0546, test_auc: 98.43, test_loss: 0.1351
INFO:root:[30/1000]: train_auc: 99.81, train_loss: 0.0516, test_auc: 98.46, test_loss: 0.1352
INFO:root:[31/1000]: train_auc: 99.83, train_loss: 0.0486, test_auc: 98.41, test_loss: 0.1379
INFO:root:[32/1000]: train_auc: 99.86, train_loss: 0.0453, test_auc: 98.43, test_loss: 0.1416
INFO:root:[33/1000]: train_auc: 99.88, train_loss: 0.0428, test_auc: 98.41, test_loss: 0.1424
INFO:root:[34/1000]: train_auc: 99.90, train_loss: 0.0403, test_auc: 98.41, test_loss: 0.1442
INFO:root:[35/1000]: train_auc: 99.92, train_loss: 0.0371, test_auc: 98.44, test_loss: 0.1477
INFO:root:exec time: 54 s, best_auc: 98.46
INFO:root:=================================
INFO:root:51: At1g64620_100ng20cy_b
INFO:root:[1/1000]: train_auc: 88.61, train_loss: 0.5032, test_auc: 93.75, test_loss: 0.3129
INFO:root:[2/1000]: train_auc: 95.93, train_loss: 0.2494, test_auc: 97.37, test_loss: 0.1969
INFO:root:[3/1000]: train_auc: 98.28, train_loss: 0.1534, test_auc: 98.30, test_loss: 0.1435
INFO:root:[4/1000]: train_auc: 98.65, train_loss: 0.1217, test_auc: 98.45, test_loss: 0.1274
INFO:root:[5/1000]: train_auc: 98.79, train_loss: 0.1079, test_auc: 98.58, test_loss: 0.1188
INFO:root:[6/1000]: train_auc: 98.93, train_loss: 0.0972, test_auc: 98.68, test_loss: 0.1117
INFO:root:[7/1000]: train_auc: 99.01, train_loss: 0.0883, test_auc: 98.76, test_loss: 0.1027
INFO:root:[8/1000]: train_auc: 99.12, train_loss: 0.0812, test_auc: 98.81, test_loss: 0.0981
INFO:root:[9/1000]: train_auc: 99.19, train_loss: 0.0764, test_auc: 98.84, test_loss: 0.0938
INFO:root:[10/1000]: train_auc: 99.28, train_loss: 0.0715, test_auc: 98.86, test_loss: 0.0919
INFO:root:[11/1000]: train_auc: 99.35, train_loss: 0.0680, test_auc: 98.87, test_loss: 0.0899
INFO:root:[12/1000]: train_auc: 99.41, train_loss: 0.0651, test_auc: 98.87, test_loss: 0.0896
INFO:root:[13/1000]: train_auc: 99.44, train_loss: 0.0636, test_auc: 98.89, test_loss: 0.0876
INFO:root:[14/1000]: train_auc: 99.51, train_loss: 0.0603, test_auc: 98.89, test_loss: 0.0895
INFO:root:[15/1000]: train_auc: 99.54, train_loss: 0.0581, test_auc: 98.88, test_loss: 0.0875
INFO:root:[16/1000]: train_auc: 99.57, train_loss: 0.0567, test_auc: 98.89, test_loss: 0.0901
INFO:root:[17/1000]: train_auc: 99.61, train_loss: 0.0544, test_auc: 98.88, test_loss: 0.0886
INFO:root:[18/1000]: train_auc: 99.64, train_loss: 0.0528, test_auc: 98.87, test_loss: 0.0900
INFO:root:exec time: 51 s, best_auc: 98.89
INFO:root:=================================
INFO:root:52: At1g68670_colamp_a
INFO:root:[1/1000]: train_auc: 77.99, train_loss: 0.6748, test_auc: 86.08, test_loss: 0.6543
INFO:root:[2/1000]: train_auc: 88.60, train_loss: 0.6204, test_auc: 89.05, test_loss: 0.5791
INFO:root:[3/1000]: train_auc: 90.46, train_loss: 0.5182, test_auc: 90.14, test_loss: 0.4659
INFO:root:[4/1000]: train_auc: 91.44, train_loss: 0.4114, test_auc: 90.83, test_loss: 0.3938
INFO:root:[5/1000]: train_auc: 92.26, train_loss: 0.3569, test_auc: 91.47, test_loss: 0.3703
INFO:root:[6/1000]: train_auc: 92.99, train_loss: 0.3337, test_auc: 92.04, test_loss: 0.3618
INFO:root:[7/1000]: train_auc: 93.45, train_loss: 0.3223, test_auc: 92.63, test_loss: 0.3440
INFO:root:[8/1000]: train_auc: 94.26, train_loss: 0.3026, test_auc: 93.30, test_loss: 0.3283
INFO:root:[9/1000]: train_auc: 94.93, train_loss: 0.2848, test_auc: 94.10, test_loss: 0.3084
INFO:root:[10/1000]: train_auc: 95.70, train_loss: 0.2619, test_auc: 95.00, test_loss: 0.2854
INFO:root:[11/1000]: train_auc: 96.48, train_loss: 0.2388, test_auc: 95.91, test_loss: 0.2594
INFO:root:[12/1000]: train_auc: 97.21, train_loss: 0.2119, test_auc: 96.76, test_loss: 0.2314
INFO:root:[13/1000]: train_auc: 97.86, train_loss: 0.1862, test_auc: 97.46, test_loss: 0.2057
INFO:root:[14/1000]: train_auc: 98.36, train_loss: 0.1639, test_auc: 98.01, test_loss: 0.1814
INFO:root:[15/1000]: train_auc: 98.69, train_loss: 0.1430, test_auc: 98.39, test_loss: 0.1626
INFO:root:[16/1000]: train_auc: 98.92, train_loss: 0.1284, test_auc: 98.61, test_loss: 0.1467
INFO:root:[17/1000]: train_auc: 99.07, train_loss: 0.1162, test_auc: 98.76, test_loss: 0.1347
INFO:root:[18/1000]: train_auc: 99.16, train_loss: 0.1071, test_auc: 98.85, test_loss: 0.1267
INFO:root:[19/1000]: train_auc: 99.25, train_loss: 0.0979, test_auc: 98.92, test_loss: 0.1201
INFO:root:[20/1000]: train_auc: 99.32, train_loss: 0.0902, test_auc: 98.96, test_loss: 0.1137
INFO:root:[21/1000]: train_auc: 99.37, train_loss: 0.0861, test_auc: 98.99, test_loss: 0.1107
INFO:root:[22/1000]: train_auc: 99.43, train_loss: 0.0803, test_auc: 99.01, test_loss: 0.1062
INFO:root:[23/1000]: train_auc: 99.47, train_loss: 0.0754, test_auc: 99.02, test_loss: 0.1034
INFO:root:[24/1000]: train_auc: 99.52, train_loss: 0.0713, test_auc: 99.05, test_loss: 0.1006
INFO:root:[25/1000]: train_auc: 99.57, train_loss: 0.0676, test_auc: 99.05, test_loss: 0.0985
INFO:root:[26/1000]: train_auc: 99.61, train_loss: 0.0629, test_auc: 99.06, test_loss: 0.0973
INFO:root:[27/1000]: train_auc: 99.64, train_loss: 0.0626, test_auc: 99.07, test_loss: 0.0947
INFO:root:[28/1000]: train_auc: 99.69, train_loss: 0.0572, test_auc: 99.07, test_loss: 0.0941
INFO:root:[29/1000]: train_auc: 99.73, train_loss: 0.0542, test_auc: 99.07, test_loss: 0.0936
INFO:root:[30/1000]: train_auc: 99.76, train_loss: 0.0518, test_auc: 99.08, test_loss: 0.0922
INFO:root:[31/1000]: train_auc: 99.78, train_loss: 0.0484, test_auc: 99.08, test_loss: 0.0913
INFO:root:[32/1000]: train_auc: 99.81, train_loss: 0.0463, test_auc: 99.08, test_loss: 0.0912
INFO:root:[33/1000]: train_auc: 99.84, train_loss: 0.0435, test_auc: 99.07, test_loss: 0.0903
INFO:root:[34/1000]: train_auc: 99.86, train_loss: 0.0406, test_auc: 99.07, test_loss: 0.0905
INFO:root:[35/1000]: train_auc: 99.88, train_loss: 0.0379, test_auc: 99.08, test_loss: 0.0893
INFO:root:exec time: 25 s, best_auc: 99.08
INFO:root:=================================
INFO:root:53: At1g69690_col_a
INFO:root:[1/1000]: train_auc: 82.82, train_loss: 0.6750, test_auc: 92.42, test_loss: 0.6578
INFO:root:[2/1000]: train_auc: 94.77, train_loss: 0.6368, test_auc: 94.65, test_loss: 0.6134
INFO:root:[3/1000]: train_auc: 95.88, train_loss: 0.5835, test_auc: 95.15, test_loss: 0.5501
INFO:root:[4/1000]: train_auc: 95.98, train_loss: 0.5094, test_auc: 95.34, test_loss: 0.4655
INFO:root:[5/1000]: train_auc: 96.18, train_loss: 0.4164, test_auc: 95.42, test_loss: 0.3717
INFO:root:[6/1000]: train_auc: 96.31, train_loss: 0.3239, test_auc: 95.47, test_loss: 0.2947
INFO:root:[7/1000]: train_auc: 96.40, train_loss: 0.2563, test_auc: 95.51, test_loss: 0.2507
INFO:root:[8/1000]: train_auc: 96.46, train_loss: 0.2201, test_auc: 95.53, test_loss: 0.2334
INFO:root:[9/1000]: train_auc: 96.51, train_loss: 0.2072, test_auc: 95.53, test_loss: 0.2282
INFO:root:[10/1000]: train_auc: 96.62, train_loss: 0.2006, test_auc: 95.52, test_loss: 0.2258
INFO:root:[11/1000]: train_auc: 96.71, train_loss: 0.1942, test_auc: 95.55, test_loss: 0.2225
INFO:root:[12/1000]: train_auc: 96.80, train_loss: 0.1911, test_auc: 95.56, test_loss: 0.2206
INFO:root:[13/1000]: train_auc: 96.88, train_loss: 0.1860, test_auc: 95.56, test_loss: 0.2185
INFO:root:[14/1000]: train_auc: 96.93, train_loss: 0.1828, test_auc: 95.57, test_loss: 0.2172
INFO:root:[15/1000]: train_auc: 96.99, train_loss: 0.1806, test_auc: 95.57, test_loss: 0.2161
INFO:root:[16/1000]: train_auc: 97.05, train_loss: 0.1792, test_auc: 95.57, test_loss: 0.2157
INFO:root:[17/1000]: train_auc: 97.10, train_loss: 0.1766, test_auc: 95.57, test_loss: 0.2149
INFO:root:[18/1000]: train_auc: 97.14, train_loss: 0.1738, test_auc: 95.57, test_loss: 0.2140
INFO:root:[19/1000]: train_auc: 97.20, train_loss: 0.1730, test_auc: 95.58, test_loss: 0.2135
INFO:root:[20/1000]: train_auc: 97.25, train_loss: 0.1690, test_auc: 95.60, test_loss: 0.2126
INFO:root:[21/1000]: train_auc: 97.31, train_loss: 0.1668, test_auc: 95.61, test_loss: 0.2124
INFO:root:[22/1000]: train_auc: 97.37, train_loss: 0.1657, test_auc: 95.62, test_loss: 0.2120
INFO:root:[23/1000]: train_auc: 97.43, train_loss: 0.1630, test_auc: 95.62, test_loss: 0.2114
INFO:root:[24/1000]: train_auc: 97.48, train_loss: 0.1616, test_auc: 95.62, test_loss: 0.2109
INFO:root:[25/1000]: train_auc: 97.57, train_loss: 0.1587, test_auc: 95.63, test_loss: 0.2108
INFO:root:[26/1000]: train_auc: 97.62, train_loss: 0.1572, test_auc: 95.65, test_loss: 0.2102
INFO:root:[27/1000]: train_auc: 97.70, train_loss: 0.1535, test_auc: 95.66, test_loss: 0.2113
INFO:root:[28/1000]: train_auc: 97.76, train_loss: 0.1522, test_auc: 95.66, test_loss: 0.2096
INFO:root:[29/1000]: train_auc: 97.86, train_loss: 0.1480, test_auc: 95.66, test_loss: 0.2104
INFO:root:[30/1000]: train_auc: 97.93, train_loss: 0.1467, test_auc: 95.67, test_loss: 0.2099
INFO:root:[31/1000]: train_auc: 98.00, train_loss: 0.1439, test_auc: 95.69, test_loss: 0.2097
INFO:root:[32/1000]: train_auc: 98.08, train_loss: 0.1432, test_auc: 95.70, test_loss: 0.2092
INFO:root:[33/1000]: train_auc: 98.20, train_loss: 0.1384, test_auc: 95.71, test_loss: 0.2087
INFO:root:[34/1000]: train_auc: 98.27, train_loss: 0.1373, test_auc: 95.71, test_loss: 0.2091
INFO:root:[35/1000]: train_auc: 98.38, train_loss: 0.1341, test_auc: 95.72, test_loss: 0.2084
INFO:root:[36/1000]: train_auc: 98.47, train_loss: 0.1310, test_auc: 95.75, test_loss: 0.2089
INFO:root:[37/1000]: train_auc: 98.56, train_loss: 0.1275, test_auc: 95.74, test_loss: 0.2083
INFO:root:[38/1000]: train_auc: 98.66, train_loss: 0.1250, test_auc: 95.74, test_loss: 0.2092
INFO:root:[39/1000]: train_auc: 98.73, train_loss: 0.1222, test_auc: 95.73, test_loss: 0.2084
INFO:root:[40/1000]: train_auc: 98.85, train_loss: 0.1188, test_auc: 95.74, test_loss: 0.2082
INFO:root:[41/1000]: train_auc: 98.91, train_loss: 0.1149, test_auc: 95.74, test_loss: 0.2085
INFO:root:exec time: 18 s, best_auc: 95.75
INFO:root:=================================
INFO:root:54: At1g72010_col
INFO:root:[1/1000]: train_auc: 84.71, train_loss: 0.6646, test_auc: 94.85, test_loss: 0.6250
INFO:root:[2/1000]: train_auc: 95.13, train_loss: 0.5651, test_auc: 96.60, test_loss: 0.4784
INFO:root:[3/1000]: train_auc: 96.45, train_loss: 0.3902, test_auc: 97.20, test_loss: 0.2973
INFO:root:[4/1000]: train_auc: 97.06, train_loss: 0.2506, test_auc: 97.48, test_loss: 0.2122
INFO:root:[5/1000]: train_auc: 97.41, train_loss: 0.2018, test_auc: 97.60, test_loss: 0.1926
INFO:root:[6/1000]: train_auc: 97.60, train_loss: 0.1875, test_auc: 97.66, test_loss: 0.1877
INFO:root:[7/1000]: train_auc: 97.71, train_loss: 0.1812, test_auc: 97.70, test_loss: 0.1846
INFO:root:[8/1000]: train_auc: 97.82, train_loss: 0.1758, test_auc: 97.75, test_loss: 0.1854
INFO:root:[9/1000]: train_auc: 97.89, train_loss: 0.1716, test_auc: 97.80, test_loss: 0.1791
INFO:root:[10/1000]: train_auc: 97.98, train_loss: 0.1662, test_auc: 97.87, test_loss: 0.1738
INFO:root:[11/1000]: train_auc: 98.08, train_loss: 0.1608, test_auc: 97.93, test_loss: 0.1697
INFO:root:[12/1000]: train_auc: 98.17, train_loss: 0.1555, test_auc: 98.00, test_loss: 0.1653
INFO:root:[13/1000]: train_auc: 98.27, train_loss: 0.1497, test_auc: 98.07, test_loss: 0.1608
INFO:root:[14/1000]: train_auc: 98.36, train_loss: 0.1447, test_auc: 98.15, test_loss: 0.1557
INFO:root:[15/1000]: train_auc: 98.46, train_loss: 0.1386, test_auc: 98.21, test_loss: 0.1525
INFO:root:[16/1000]: train_auc: 98.56, train_loss: 0.1325, test_auc: 98.27, test_loss: 0.1473
INFO:root:[17/1000]: train_auc: 98.65, train_loss: 0.1273, test_auc: 98.33, test_loss: 0.1434
INFO:root:[18/1000]: train_auc: 98.73, train_loss: 0.1221, test_auc: 98.38, test_loss: 0.1456
INFO:root:[19/1000]: train_auc: 98.79, train_loss: 0.1181, test_auc: 98.42, test_loss: 0.1361
INFO:root:[20/1000]: train_auc: 98.87, train_loss: 0.1124, test_auc: 98.46, test_loss: 0.1341
INFO:root:[21/1000]: train_auc: 98.94, train_loss: 0.1077, test_auc: 98.49, test_loss: 0.1300
INFO:root:[22/1000]: train_auc: 99.02, train_loss: 0.1028, test_auc: 98.51, test_loss: 0.1270
INFO:root:[23/1000]: train_auc: 99.07, train_loss: 0.0991, test_auc: 98.54, test_loss: 0.1245
INFO:root:[24/1000]: train_auc: 99.12, train_loss: 0.0949, test_auc: 98.56, test_loss: 0.1229
INFO:root:[25/1000]: train_auc: 99.19, train_loss: 0.0912, test_auc: 98.57, test_loss: 0.1211
INFO:root:[26/1000]: train_auc: 99.25, train_loss: 0.0880, test_auc: 98.59, test_loss: 0.1197
INFO:root:[27/1000]: train_auc: 99.30, train_loss: 0.0841, test_auc: 98.60, test_loss: 0.1187
INFO:root:[28/1000]: train_auc: 99.34, train_loss: 0.0805, test_auc: 98.60, test_loss: 0.1211
INFO:root:[29/1000]: train_auc: 99.39, train_loss: 0.0788, test_auc: 98.61, test_loss: 0.1172
INFO:root:[30/1000]: train_auc: 99.43, train_loss: 0.0746, test_auc: 98.62, test_loss: 0.1151
INFO:root:[31/1000]: train_auc: 99.49, train_loss: 0.0715, test_auc: 98.62, test_loss: 0.1152
INFO:root:[32/1000]: train_auc: 99.52, train_loss: 0.0685, test_auc: 98.63, test_loss: 0.1160
INFO:root:[33/1000]: train_auc: 99.57, train_loss: 0.0657, test_auc: 98.62, test_loss: 0.1146
INFO:root:[34/1000]: train_auc: 99.59, train_loss: 0.0627, test_auc: 98.63, test_loss: 0.1144
INFO:root:[35/1000]: train_auc: 99.63, train_loss: 0.0600, test_auc: 98.62, test_loss: 0.1145
INFO:root:[36/1000]: train_auc: 99.67, train_loss: 0.0573, test_auc: 98.61, test_loss: 0.1148
INFO:root:[37/1000]: train_auc: 99.70, train_loss: 0.0544, test_auc: 98.62, test_loss: 0.1133
INFO:root:exec time: 28 s, best_auc: 98.63
INFO:root:=================================
INFO:root:55: At1g74840_col100_a
INFO:root:[1/1000]: train_auc: 78.72, train_loss: 0.6088, test_auc: 85.24, test_loss: 0.4900
INFO:root:[2/1000]: train_auc: 89.02, train_loss: 0.4286, test_auc: 92.83, test_loss: 0.3584
